ke,len_inLAr
0.0463081,3.35189
0.0632246,5.58363
0.0848766,9.48014
0.100304,11.8888
0.104727,13.2332
0.127195,18.7649
0.136534,21.4333
0.16602,29.7981
0.180723,33.9201
0.212294,42.9303
